municipio;distrito;tipo;caminho_relativo;url;motivo
Portalegre;Portalegre;OSM:gis_osm_places_a_free_1;data/Portalegre/Portalegre/OSM_gis_osm_places_a_free_1_Portalegre.zip;http://localhost:8000/data/Portalegre/Portalegre/OSM_gis_osm_places_a_free_1_Portalegre.zip;HTTP 404
Sousel;Portalegre;OSM:gis_osm_natural_a_free_1;data/Portalegre/Sousel/OSM_gis_osm_natural_a_free_1_Sousel.zip;http://localhost:8000/data/Portalegre/Sousel/OSM_gis_osm_natural_a_free_1_Sousel.zip;HTTP 404
Sousel;Portalegre;OSM:gis_osm_places_a_free_1;data/Portalegre/Sousel/OSM_gis_osm_places_a_free_1_Sousel.zip;http://localhost:8000/data/Portalegre/Sousel/OSM_gis_osm_places_a_free_1_Sousel.zip;HTTP 404
Sousel;Portalegre;OSM:gis_osm_railways_free_1;data/Portalegre/Sousel/OSM_gis_osm_railways_free_1_Sousel.zip;http://localhost:8000/data/Portalegre/Sousel/OSM_gis_osm_railways_free_1_Sousel.zip;HTTP 404
Baião;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Baião/OSM_gis_osm_natural_a_free_1_Baião.zip;http://localhost:8000/data/Porto/Bai%C3%A3o/OSM_gis_osm_natural_a_free_1_Bai%C3%A3o.zip;HTTP 404
Baião;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Baião/OSM_gis_osm_places_a_free_1_Baião.zip;http://localhost:8000/data/Porto/Bai%C3%A3o/OSM_gis_osm_places_a_free_1_Bai%C3%A3o.zip;HTTP 404
Felgueiras;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Felgueiras/OSM_gis_osm_natural_a_free_1_Felgueiras.zip;http://localhost:8000/data/Porto/Felgueiras/OSM_gis_osm_natural_a_free_1_Felgueiras.zip;HTTP 404
Felgueiras;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Felgueiras/OSM_gis_osm_places_a_free_1_Felgueiras.zip;http://localhost:8000/data/Porto/Felgueiras/OSM_gis_osm_places_a_free_1_Felgueiras.zip;HTTP 404
Lousada;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Lousada/OSM_gis_osm_natural_a_free_1_Lousada.zip;http://localhost:8000/data/Porto/Lousada/OSM_gis_osm_natural_a_free_1_Lousada.zip;HTTP 404
Lousada;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Lousada/OSM_gis_osm_places_a_free_1_Lousada.zip;http://localhost:8000/data/Porto/Lousada/OSM_gis_osm_places_a_free_1_Lousada.zip;HTTP 404
Lousada;Porto;OSM:gis_osm_protected_areas_a_free_1;data/Porto/Lousada/OSM_gis_osm_protected_areas_a_free_1_Lousada.zip;http://localhost:8000/data/Porto/Lousada/OSM_gis_osm_protected_areas_a_free_1_Lousada.zip;HTTP 404
Maia;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Maia/OSM_gis_osm_natural_a_free_1_Maia.zip;http://localhost:8000/data/Porto/Maia/OSM_gis_osm_natural_a_free_1_Maia.zip;HTTP 404
Maia;Porto;OSM:gis_osm_protected_areas_a_free_1;data/Porto/Maia/OSM_gis_osm_protected_areas_a_free_1_Maia.zip;http://localhost:8000/data/Porto/Maia/OSM_gis_osm_protected_areas_a_free_1_Maia.zip;HTTP 404
Paços de Ferreira;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Paços_de_Ferreira/OSM_gis_osm_natural_a_free_1_Paços_de_Ferreira.zip;http://localhost:8000/data/Porto/Pa%C3%A7os_de_Ferreira/OSM_gis_osm_natural_a_free_1_Pa%C3%A7os_de_Ferreira.zip;HTTP 404
Paços de Ferreira;Porto;OSM:gis_osm_protected_areas_a_free_1;data/Porto/Paços_de_Ferreira/OSM_gis_osm_protected_areas_a_free_1_Paços_de_Ferreira.zip;http://localhost:8000/data/Porto/Pa%C3%A7os_de_Ferreira/OSM_gis_osm_protected_areas_a_free_1_Pa%C3%A7os_de_Ferreira.zip;HTTP 404
Paços de Ferreira;Porto;OSM:gis_osm_railways_free_1;data/Porto/Paços_de_Ferreira/OSM_gis_osm_railways_free_1_Paços_de_Ferreira.zip;http://localhost:8000/data/Porto/Pa%C3%A7os_de_Ferreira/OSM_gis_osm_railways_free_1_Pa%C3%A7os_de_Ferreira.zip;HTTP 404
Penafiel;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Penafiel/OSM_gis_osm_natural_a_free_1_Penafiel.zip;http://localhost:8000/data/Porto/Penafiel/OSM_gis_osm_natural_a_free_1_Penafiel.zip;HTTP 404
Póvoa de Varzim;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Póvoa_de_Varzim/OSM_gis_osm_places_a_free_1_Póvoa_de_Varzim.zip;http://localhost:8000/data/Porto/P%C3%B3voa_de_Varzim/OSM_gis_osm_places_a_free_1_P%C3%B3voa_de_Varzim.zip;HTTP 404
Santo Tirso;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Santo_Tirso/OSM_gis_osm_places_a_free_1_Santo_Tirso.zip;http://localhost:8000/data/Porto/Santo_Tirso/OSM_gis_osm_places_a_free_1_Santo_Tirso.zip;HTTP 404
Santo Tirso;Porto;OSM:gis_osm_protected_areas_a_free_1;data/Porto/Santo_Tirso/OSM_gis_osm_protected_areas_a_free_1_Santo_Tirso.zip;http://localhost:8000/data/Porto/Santo_Tirso/OSM_gis_osm_protected_areas_a_free_1_Santo_Tirso.zip;HTTP 404
Trofa;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Trofa/OSM_gis_osm_places_a_free_1_Trofa.zip;http://localhost:8000/data/Porto/Trofa/OSM_gis_osm_places_a_free_1_Trofa.zip;HTTP 404
Trofa;Porto;OSM:gis_osm_protected_areas_a_free_1;data/Porto/Trofa/OSM_gis_osm_protected_areas_a_free_1_Trofa.zip;http://localhost:8000/data/Porto/Trofa/OSM_gis_osm_protected_areas_a_free_1_Trofa.zip;HTTP 404
Valongo;Porto;OSM:gis_osm_natural_a_free_1;data/Porto/Valongo/OSM_gis_osm_natural_a_free_1_Valongo.zip;http://localhost:8000/data/Porto/Valongo/OSM_gis_osm_natural_a_free_1_Valongo.zip;HTTP 404
Vila do Conde;Porto;OSM:gis_osm_places_a_free_1;data/Porto/Vila_do_Conde/OSM_gis_osm_places_a_free_1_Vila_do_Conde.zip;http://localhost:8000/data/Porto/Vila_do_Conde/OSM_gis_osm_places_a_free_1_Vila_do_Conde.zip;HTTP 404
Abrantes;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Abrantes/OSM_gis_osm_places_a_free_1_Abrantes.zip;http://localhost:8000/data/Santar%C3%A9m/Abrantes/OSM_gis_osm_places_a_free_1_Abrantes.zip;HTTP 404
Abrantes;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Abrantes/OSM_gis_osm_protected_areas_a_free_1_Abrantes.zip;http://localhost:8000/data/Santar%C3%A9m/Abrantes/OSM_gis_osm_protected_areas_a_free_1_Abrantes.zip;HTTP 404
Almeirim;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Almeirim/OSM_gis_osm_natural_a_free_1_Almeirim.zip;http://localhost:8000/data/Santar%C3%A9m/Almeirim/OSM_gis_osm_natural_a_free_1_Almeirim.zip;HTTP 404
Almeirim;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Almeirim/OSM_gis_osm_protected_areas_a_free_1_Almeirim.zip;http://localhost:8000/data/Santar%C3%A9m/Almeirim/OSM_gis_osm_protected_areas_a_free_1_Almeirim.zip;HTTP 404
Almeirim;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Almeirim/OSM_gis_osm_railways_free_1_Almeirim.zip;http://localhost:8000/data/Santar%C3%A9m/Almeirim/OSM_gis_osm_railways_free_1_Almeirim.zip;HTTP 404
Alpiarça;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Alpiarça/OSM_gis_osm_places_a_free_1_Alpiarça.zip;http://localhost:8000/data/Santar%C3%A9m/Alpiar%C3%A7a/OSM_gis_osm_places_a_free_1_Alpiar%C3%A7a.zip;HTTP 404
Alpiarça;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Alpiarça/OSM_gis_osm_railways_free_1_Alpiarça.zip;http://localhost:8000/data/Santar%C3%A9m/Alpiar%C3%A7a/OSM_gis_osm_railways_free_1_Alpiar%C3%A7a.zip;HTTP 404
Benavente;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Benavente/OSM_gis_osm_natural_a_free_1_Benavente.zip;http://localhost:8000/data/Santar%C3%A9m/Benavente/OSM_gis_osm_natural_a_free_1_Benavente.zip;HTTP 404
Benavente;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Benavente/OSM_gis_osm_places_a_free_1_Benavente.zip;http://localhost:8000/data/Santar%C3%A9m/Benavente/OSM_gis_osm_places_a_free_1_Benavente.zip;HTTP 404
Benavente;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Benavente/OSM_gis_osm_railways_free_1_Benavente.zip;http://localhost:8000/data/Santar%C3%A9m/Benavente/OSM_gis_osm_railways_free_1_Benavente.zip;HTTP 404
Cartaxo;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Cartaxo/OSM_gis_osm_protected_areas_a_free_1_Cartaxo.zip;http://localhost:8000/data/Santar%C3%A9m/Cartaxo/OSM_gis_osm_protected_areas_a_free_1_Cartaxo.zip;HTTP 404
Chamusca;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Chamusca/OSM_gis_osm_places_a_free_1_Chamusca.zip;http://localhost:8000/data/Santar%C3%A9m/Chamusca/OSM_gis_osm_places_a_free_1_Chamusca.zip;HTTP 404
Chamusca;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Chamusca/OSM_gis_osm_protected_areas_a_free_1_Chamusca.zip;http://localhost:8000/data/Santar%C3%A9m/Chamusca/OSM_gis_osm_protected_areas_a_free_1_Chamusca.zip;HTTP 404
Chamusca;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Chamusca/OSM_gis_osm_railways_free_1_Chamusca.zip;http://localhost:8000/data/Santar%C3%A9m/Chamusca/OSM_gis_osm_railways_free_1_Chamusca.zip;HTTP 404
Constância;Santarém;OSM:gis_osm_natural_free_1;data/Santarém/Constância/OSM_gis_osm_natural_free_1_Constância.zip;http://localhost:8000/data/Santar%C3%A9m/Const%C3%A2ncia/OSM_gis_osm_natural_free_1_Const%C3%A2ncia.zip;HTTP 404
Constância;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Constância/OSM_gis_osm_places_a_free_1_Constância.zip;http://localhost:8000/data/Santar%C3%A9m/Const%C3%A2ncia/OSM_gis_osm_places_a_free_1_Const%C3%A2ncia.zip;HTTP 404
Coruche;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Coruche/OSM_gis_osm_places_a_free_1_Coruche.zip;http://localhost:8000/data/Santar%C3%A9m/Coruche/OSM_gis_osm_places_a_free_1_Coruche.zip;HTTP 404
Entroncamento;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Entroncamento/OSM_gis_osm_natural_a_free_1_Entroncamento.zip;http://localhost:8000/data/Santar%C3%A9m/Entroncamento/OSM_gis_osm_natural_a_free_1_Entroncamento.zip;HTTP 404
Entroncamento;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Entroncamento/OSM_gis_osm_places_a_free_1_Entroncamento.zip;http://localhost:8000/data/Santar%C3%A9m/Entroncamento/OSM_gis_osm_places_a_free_1_Entroncamento.zip;HTTP 404
Entroncamento;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Entroncamento/OSM_gis_osm_protected_areas_a_free_1_Entroncamento.zip;http://localhost:8000/data/Santar%C3%A9m/Entroncamento/OSM_gis_osm_protected_areas_a_free_1_Entroncamento.zip;HTTP 404
Ferreira do Zêzere;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Ferreira_do_Zêzere/OSM_gis_osm_places_a_free_1_Ferreira_do_Zêzere.zip;http://localhost:8000/data/Santar%C3%A9m/Ferreira_do_Z%C3%AAzere/OSM_gis_osm_places_a_free_1_Ferreira_do_Z%C3%AAzere.zip;HTTP 404
Ferreira do Zêzere;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Ferreira_do_Zêzere/OSM_gis_osm_protected_areas_a_free_1_Ferreira_do_Zêzere.zip;http://localhost:8000/data/Santar%C3%A9m/Ferreira_do_Z%C3%AAzere/OSM_gis_osm_protected_areas_a_free_1_Ferreira_do_Z%C3%AAzere.zip;HTTP 404
Ferreira do Zêzere;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Ferreira_do_Zêzere/OSM_gis_osm_railways_free_1_Ferreira_do_Zêzere.zip;http://localhost:8000/data/Santar%C3%A9m/Ferreira_do_Z%C3%AAzere/OSM_gis_osm_railways_free_1_Ferreira_do_Z%C3%AAzere.zip;HTTP 404
Golegã;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Golegã/OSM_gis_osm_natural_a_free_1_Golegã.zip;http://localhost:8000/data/Santar%C3%A9m/Goleg%C3%A3/OSM_gis_osm_natural_a_free_1_Goleg%C3%A3.zip;HTTP 404
Rio Maior;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Rio_Maior/OSM_gis_osm_natural_a_free_1_Rio_Maior.zip;http://localhost:8000/data/Santar%C3%A9m/Rio_Maior/OSM_gis_osm_natural_a_free_1_Rio_Maior.zip;HTTP 404
Rio Maior;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Rio_Maior/OSM_gis_osm_places_a_free_1_Rio_Maior.zip;http://localhost:8000/data/Santar%C3%A9m/Rio_Maior/OSM_gis_osm_places_a_free_1_Rio_Maior.zip;HTTP 404
Rio Maior;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Rio_Maior/OSM_gis_osm_railways_free_1_Rio_Maior.zip;http://localhost:8000/data/Santar%C3%A9m/Rio_Maior/OSM_gis_osm_railways_free_1_Rio_Maior.zip;HTTP 404
Salvaterra de Magos;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Salvaterra_de_Magos/OSM_gis_osm_protected_areas_a_free_1_Salvaterra_de_Magos.zip;http://localhost:8000/data/Santar%C3%A9m/Salvaterra_de_Magos/OSM_gis_osm_protected_areas_a_free_1_Salvaterra_de_Magos.zip;HTTP 404
Sardoal;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Sardoal/OSM_gis_osm_natural_a_free_1_Sardoal.zip;http://localhost:8000/data/Santar%C3%A9m/Sardoal/OSM_gis_osm_natural_a_free_1_Sardoal.zip;HTTP 404
Sardoal;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Sardoal/OSM_gis_osm_places_a_free_1_Sardoal.zip;http://localhost:8000/data/Santar%C3%A9m/Sardoal/OSM_gis_osm_places_a_free_1_Sardoal.zip;HTTP 404
Sardoal;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Sardoal/OSM_gis_osm_protected_areas_a_free_1_Sardoal.zip;http://localhost:8000/data/Santar%C3%A9m/Sardoal/OSM_gis_osm_protected_areas_a_free_1_Sardoal.zip;HTTP 404
Sardoal;Santarém;OSM:gis_osm_railways_free_1;data/Santarém/Sardoal/OSM_gis_osm_railways_free_1_Sardoal.zip;http://localhost:8000/data/Santar%C3%A9m/Sardoal/OSM_gis_osm_railways_free_1_Sardoal.zip;HTTP 404
Torres Novas;Santarém;OSM:gis_osm_natural_a_free_1;data/Santarém/Torres_Novas/OSM_gis_osm_natural_a_free_1_Torres_Novas.zip;http://localhost:8000/data/Santar%C3%A9m/Torres_Novas/OSM_gis_osm_natural_a_free_1_Torres_Novas.zip;HTTP 404
Vila Nova da Barquinha;Santarém;OSM:gis_osm_places_a_free_1;data/Santarém/Vila_Nova_da_Barquinha/OSM_gis_osm_places_a_free_1_Vila_Nova_da_Barquinha.zip;http://localhost:8000/data/Santar%C3%A9m/Vila_Nova_da_Barquinha/OSM_gis_osm_places_a_free_1_Vila_Nova_da_Barquinha.zip;HTTP 404
Vila Nova da Barquinha;Santarém;OSM:gis_osm_protected_areas_a_free_1;data/Santarém/Vila_Nova_da_Barquinha/OSM_gis_osm_protected_areas_a_free_1_Vila_Nova_da_Barquinha.zip;http://localhost:8000/data/Santar%C3%A9m/Vila_Nova_da_Barquinha/OSM_gis_osm_protected_areas_a_free_1_Vila_Nova_da_Barquinha.zip;HTTP 404
Alcochete;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Alcochete/OSM_gis_osm_places_a_free_1_Alcochete.zip;http://localhost:8000/data/Set%C3%BAbal/Alcochete/OSM_gis_osm_places_a_free_1_Alcochete.zip;HTTP 404
Alcochete;Setúbal;OSM:gis_osm_railways_free_1;data/Setúbal/Alcochete/OSM_gis_osm_railways_free_1_Alcochete.zip;http://localhost:8000/data/Set%C3%BAbal/Alcochete/OSM_gis_osm_railways_free_1_Alcochete.zip;HTTP 404
Alcácer do Sal;Setúbal;OSM:gis_osm_natural_a_free_1;data/Setúbal/Alcácer_do_Sal/OSM_gis_osm_natural_a_free_1_Alcácer_do_Sal.zip;http://localhost:8000/data/Set%C3%BAbal/Alc%C3%A1cer_do_Sal/OSM_gis_osm_natural_a_free_1_Alc%C3%A1cer_do_Sal.zip;HTTP 404
Alcácer do Sal;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Alcácer_do_Sal/OSM_gis_osm_places_a_free_1_Alcácer_do_Sal.zip;http://localhost:8000/data/Set%C3%BAbal/Alc%C3%A1cer_do_Sal/OSM_gis_osm_places_a_free_1_Alc%C3%A1cer_do_Sal.zip;HTTP 404
Barreiro;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Barreiro/OSM_gis_osm_places_a_free_1_Barreiro.zip;http://localhost:8000/data/Set%C3%BAbal/Barreiro/OSM_gis_osm_places_a_free_1_Barreiro.zip;HTTP 404
Grândola;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Grândola/OSM_gis_osm_places_a_free_1_Grândola.zip;http://localhost:8000/data/Set%C3%BAbal/Gr%C3%A2ndola/OSM_gis_osm_places_a_free_1_Gr%C3%A2ndola.zip;HTTP 404
Moita;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Moita/OSM_gis_osm_places_a_free_1_Moita.zip;http://localhost:8000/data/Set%C3%BAbal/Moita/OSM_gis_osm_places_a_free_1_Moita.zip;HTTP 404
Palmela;Setúbal;OSM:gis_osm_natural_a_free_1;data/Setúbal/Palmela/OSM_gis_osm_natural_a_free_1_Palmela.zip;http://localhost:8000/data/Set%C3%BAbal/Palmela/OSM_gis_osm_natural_a_free_1_Palmela.zip;HTTP 404
Santiago do Cacém;Setúbal;OSM:gis_osm_places_a_free_1;data/Setúbal/Santiago_do_Cacém/OSM_gis_osm_places_a_free_1_Santiago_do_Cacém.zip;http://localhost:8000/data/Set%C3%BAbal/Santiago_do_Cac%C3%A9m/OSM_gis_osm_places_a_free_1_Santiago_do_Cac%C3%A9m.zip;HTTP 404
Arcos de Valdevez;Viana do Castelo;OSM:gis_osm_railways_free_1;data/Viana_do_Castelo/Arcos_de_Valdevez/OSM_gis_osm_railways_free_1_Arcos_de_Valdevez.zip;http://localhost:8000/data/Viana_do_Castelo/Arcos_de_Valdevez/OSM_gis_osm_railways_free_1_Arcos_de_Valdevez.zip;HTTP 404
Monção;Viana do Castelo;OSM:gis_osm_railways_free_1;data/Viana_do_Castelo/Monção/OSM_gis_osm_railways_free_1_Monção.zip;http://localhost:8000/data/Viana_do_Castelo/Mon%C3%A7%C3%A3o/OSM_gis_osm_railways_free_1_Mon%C3%A7%C3%A3o.zip;HTTP 404
Paredes de Coura;Viana do Castelo;OSM:gis_osm_railways_free_1;data/Viana_do_Castelo/Paredes_de_Coura/OSM_gis_osm_railways_free_1_Paredes_de_Coura.zip;http://localhost:8000/data/Viana_do_Castelo/Paredes_de_Coura/OSM_gis_osm_railways_free_1_Paredes_de_Coura.zip;HTTP 404
Ponte da Barca;Viana do Castelo;OSM:gis_osm_railways_free_1;data/Viana_do_Castelo/Ponte_da_Barca/OSM_gis_osm_railways_free_1_Ponte_da_Barca.zip;http://localhost:8000/data/Viana_do_Castelo/Ponte_da_Barca/OSM_gis_osm_railways_free_1_Ponte_da_Barca.zip;HTTP 404
Ponte de Lima;Viana do Castelo;OSM:gis_osm_railways_free_1;data/Viana_do_Castelo/Ponte_de_Lima/OSM_gis_osm_railways_free_1_Ponte_de_Lima.zip;http://localhost:8000/data/Viana_do_Castelo/Ponte_de_Lima/OSM_gis_osm_railways_free_1_Ponte_de_Lima.zip;HTTP 404
Boticas;Vila Real;OSM:gis_osm_places_a_free_1;data/Vila_Real/Boticas/OSM_gis_osm_places_a_free_1_Boticas.zip;http://localhost:8000/data/Vila_Real/Boticas/OSM_gis_osm_places_a_free_1_Boticas.zip;HTTP 404
Boticas;Vila Real;OSM:gis_osm_railways_free_1;data/Vila_Real/Boticas/OSM_gis_osm_railways_free_1_Boticas.zip;http://localhost:8000/data/Vila_Real/Boticas/OSM_gis_osm_railways_free_1_Boticas.zip;HTTP 404
Chaves;Vila Real;OSM:gis_osm_railways_free_1;data/Vila_Real/Chaves/OSM_gis_osm_railways_free_1_Chaves.zip;http://localhost:8000/data/Vila_Real/Chaves/OSM_gis_osm_railways_free_1_Chaves.zip;HTTP 404
Mesão Frio;Vila Real;OSM:gis_osm_places_a_free_1;data/Vila_Real/Mesão_Frio/OSM_gis_osm_places_a_free_1_Mesão_Frio.zip;http://localhost:8000/data/Vila_Real/Mes%C3%A3o_Frio/OSM_gis_osm_places_a_free_1_Mes%C3%A3o_Frio.zip;HTTP 404
Mondim de Basto;Vila Real;OSM:gis_osm_places_a_free_1;data/Vila_Real/Mondim_de_Basto/OSM_gis_osm_places_a_free_1_Mondim_de_Basto.zip;http://localhost:8000/data/Vila_Real/Mondim_de_Basto/OSM_gis_osm_places_a_free_1_Mondim_de_Basto.zip;HTTP 404
